,Temperature,Sound,Heartbeat,X1,Y1,Z1,X2,Y2,Z2,Classification,Feedback
1080,-1.0,-1.0,56.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,200.0,Angry
1081,34.0,1.0,56.0,4500.0,-16128.0,-2680.0,816.0,-8240.0,-15168.0,200.0,Fear
1082,34.0,1.0,56.0,4188.0,-16076.0,-3368.0,828.0,-8236.0,-15136.0,200.0,Fear
1083,34.0,1.0,56.0,4328.0,-16132.0,-3164.0,728.0,-8204.0,-15188.0,200.0,Fear
1084,34.0,1.0,56.0,4736.0,-15848.0,-2852.0,784.0,-8224.0,-15004.0,200.0,Fear
1085,34.0,1.0,56.0,5184.0,-15840.0,-2832.0,808.0,-8224.0,-15264.0,200.0,Fear
1086,34.0,1.0,56.0,5344.0,-15900.0,-2748.0,844.0,-8204.0,-14524.0,200.0,Fear
1087,34.0,1.0,56.0,5248.0,-15884.0,-2880.0,816.0,-8244.0,-15144.0,200.0,Fear
1088,34.0,1.0,56.0,5144.0,-15772.0,-3020.0,864.0,-8200.0,-15068.0,200.0,Fear
1089,34.0,1.0,56.0,5484.0,-15752.0,-3068.0,844.0,-8232.0,-15212.0,200.0,Fear
1090,34.0,1.0,56.0,-1.0,-1.0,-1.0,876.0,-8184.0,-15188.0,200.0,Fear
1091,-1.0,-1.0,56.0,5480.0,-15628.0,-3176.0,-1.0,-1.0,-1.0,200.0,Fear
1092,34.0,1.0,56.0,5452.0,-15584.0,-3180.0,996.0,-8288.0,-15032.0,200.0,Fear
1093,34.0,-1.0,56.0,5736.0,-15604.0,-3692.0,-1.0,-1.0,-1.0,200.0,Fear
1094,-1.0,1.0,56.0,-1.0,-1.0,-1.0,816.0,-8344.0,-15156.0,200.0,Fear
1095,34.0,-1.0,56.0,5712.0,-15640.0,-3528.0,-1.0,-1.0,-1.0,200.0,Fear
1096,34.0,1.0,56.0,5944.0,-15568.0,-3680.0,844.0,-8284.0,-15432.0,200.0,Fear
1097,34.0,-1.0,56.0,6048.0,-15508.0,-3296.0,-1.0,-1.0,-1.0,200.0,Fear
1098,-1.0,1.0,56.0,-1.0,-1.0,-1.0,928.0,-8196.0,-15068.0,200.0,Fear
1099,35.0,-1.0,56.0,5948.0,-15496.0,-3648.0,-1.0,-1.0,-1.0,200.0,Fear
1100,-1.0,1.0,56.0,-1.0,-1.0,-1.0,876.0,-8324.0,-15208.0,250.0,Fear
1101,35.0,-1.0,56.0,6132.0,-15392.0,-3628.0,-1.0,-1.0,-1.0,250.0,Fear
1102,-1.0,1.0,56.0,-1.0,-1.0,-1.0,800.0,-8212.0,-15368.0,250.0,Fear
1103,35.0,-1.0,56.0,6040.0,-15424.0,-3856.0,-1.0,-1.0,-1.0,250.0,Fear
1104,35.0,1.0,56.0,6120.0,-15512.0,-3680.0,884.0,-8276.0,-15120.0,250.0,Sad
1105,-1.0,-1.0,56.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,250.0,Sad
1106,35.0,1.0,56.0,6372.0,-15156.0,-3676.0,816.0,-8272.0,-15088.0,250.0,Sad
1107,-1.0,1.0,56.0,-1.0,-1.0,-1.0,884.0,-8248.0,-15296.0,250.0,Sad
1108,35.0,1.0,56.0,6564.0,-15220.0,-3996.0,752.0,-8212.0,-15016.0,250.0,Sad
1109,35.0,1.0,56.0,6684.0,-15300.0,-3504.0,900.0,-8168.0,-15044.0,250.0,Sad
1110,35.0,1.0,56.0,6384.0,-15276.0,-3492.0,828.0,-8200.0,-15384.0,250.0,Sad
1111,35.0,1.0,56.0,6528.0,-15384.0,-3392.0,812.0,-8288.0,-15228.0,250.0,Sad
1112,35.0,-1.0,56.0,6716.0,-15256.0,-3244.0,-1.0,-1.0,-1.0,250.0,Sad
1113,35.0,1.0,56.0,7492.0,-14960.0,-3344.0,856.0,-8224.0,-15036.0,250.0,Sad
1114,35.0,-1.0,56.0,8584.0,-14688.0,-1728.0,-1.0,-1.0,-1.0,250.0,Sad
1115,35.0,1.0,56.0,7208.0,-15272.0,-876.0,832.0,-8268.0,-15160.0,250.0,Sad
1116,-1.0,1.0,56.0,-1.0,-1.0,-1.0,760.0,-8128.0,-14648.0,250.0,Sad
1117,35.0,-1.0,56.0,1832.0,-16808.0,-956.0,-1.0,-1.0,-1.0,250.0,Sad
1118,-1.0,1.0,56.0,-1.0,-1.0,-1.0,860.0,-8236.0,-15256.0,250.0,Sad
1119,35.0,-1.0,56.0,832.0,-16704.0,-768.0,-1.0,-1.0,-1.0,250.0,Sad
1120,34.0,1.0,60.0,-152.0,-16668.0,-328.0,1004.0,-8392.0,-15176.0,100.0,Happy
1121,34.0,1.0,60.0,-328.0,-16696.0,-264.0,1032.0,-8288.0,-14980.0,100.0,Happy
1122,34.0,1.0,60.0,-212.0,-16704.0,-180.0,988.0,-8232.0,-15160.0,100.0,Happy
1123,34.0,1.0,60.0,-200.0,-16708.0,-216.0,944.0,-8288.0,-15228.0,100.0,Happy
1124,-1.0,1.0,60.0,-1.0,-1.0,-1.0,1104.0,-8264.0,-15232.0,100.0,Happy
1125,34.0,1.0,60.0,-216.0,-16656.0,-176.0,1076.0,-8416.0,-15216.0,100.0,Happy
1126,-1.0,-1.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,Happy
1127,34.0,1.0,60.0,-180.0,-16536.0,-240.0,1040.0,-8296.0,-15156.0,100.0,Happy
1128,34.0,1.0,60.0,-124.0,-16684.0,-264.0,972.0,-8252.0,-15136.0,100.0,Happy
1129,-1.0,-1.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,Happy
1130,34.0,1.0,60.0,-240.0,-16640.0,-32.0,1120.0,-8312.0,-15240.0,100.0,Happy
1131,-1.0,-1.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,Happy
1132,35.0,1.0,60.0,-244.0,-16704.0,-252.0,1072.0,-8260.0,-15276.0,100.0,Happy
1133,-1.0,-1.0,60.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,Happy
1134,35.0,1.0,60.0,-160.0,-16572.0,-160.0,988.0,-8312.0,-15104.0,100.0,Happy
1135,35.0,1.0,60.0,-152.0,-16724.0,-128.0,992.0,-8352.0,-15136.0,100.0,Happy
1136,35.0,-1.0,60.0,-196.0,-16656.0,-304.0,-1.0,-1.0,-1.0,100.0,Happy
1137,35.0,1.0,60.0,-164.0,-16700.0,-180.0,1000.0,-8252.0,-15092.0,100.0,Happy
1138,35.0,-1.0,60.0,-216.0,-16616.0,-328.0,-1.0,-1.0,-1.0,100.0,Happy
1139,-1.0,1.0,60.0,-1.0,-1.0,-1.0,892.0,-8324.0,-15140.0,100.0,Happy
1140,35.0,-1.0,60.0,-120.0,-16676.0,-204.0,-1.0,-1.0,-1.0,150.0,Happy
1141,35.0,1.0,52.0,-300.0,-16676.0,-268.0,964.0,-8260.0,-15208.0,150.0,Angry
1142,35.0,1.0,52.0,-1.0,-1.0,-1.0,1044.0,-8264.0,-15176.0,150.0,Angry
1143,-1.0,1.0,52.0,-220.0,-16692.0,-240.0,900.0,-8280.0,-15116.0,150.0,Angry
1144,35.0,1.0,52.0,-248.0,-16612.0,-320.0,988.0,-8244.0,-15072.0,150.0,Angry
1145,35.0,1.0,52.0,-208.0,-16548.0,-136.0,1076.0,-8156.0,-15072.0,150.0,Angry
1146,35.0,-1.0,52.0,-216.0,-16664.0,-284.0,-1.0,-1.0,-1.0,150.0,Angry
1147,35.0,1.0,52.0,-224.0,-16592.0,-236.0,1104.0,-8284.0,-15168.0,150.0,Angry
1148,35.0,1.0,52.0,-204.0,-16664.0,-240.0,1012.0,-8216.0,-15136.0,150.0,Angry
1149,35.0,-1.0,52.0,-272.0,-16640.0,-164.0,-1.0,-1.0,-1.0,150.0,Angry
1150,35.0,1.0,52.0,-68.0,-16768.0,-260.0,1028.0,-8336.0,-15056.0,150.0,Angry
1151,35.0,-1.0,52.0,-152.0,-16576.0,-120.0,-1.0,-1.0,-1.0,150.0,Angry
1152,35.0,1.0,52.0,-272.0,-16580.0,-28.0,964.0,-8316.0,-15228.0,150.0,Angry
1153,35.0,-1.0,52.0,-248.0,-16604.0,-228.0,-1.0,-1.0,-1.0,150.0,Angry
1154,-1.0,1.0,52.0,-1.0,-1.0,-1.0,1052.0,-8344.0,-15156.0,150.0,Angry
1155,35.0,1.0,52.0,-236.0,-16644.0,-348.0,944.0,-8276.0,-15152.0,150.0,Angry
